,flight,points,lat,lon,alt,time,speed
131,fl1,53,52.06454545454545,-0.6566666666666667,221.12059783935547,46187,6.986393625305502
132,fl1,54,52.06318181818182,-0.6544444444444445,221.72748565673828,46218,6.986393625305502
133,fl1,55,52.06181818181818,-0.6522222222222223,222.56719207763672,46249,6.986393625305502
134,fl1,56,52.06045454545455,-0.65,219.09811401367188,46280,6.986393625305502
135,fl1,57,52.05909090909091,-0.6477777777777778,218.60735321044922,46311,6.986393625305502
136,fl1,58,52.05772727272727,-0.6455555555555555,220.26214599609375,46342,6.986393625305502
137,fl1,59,52.056363636363635,-0.6433333333333333,218.23919677734375,46373,6.986393625305502
138,fl1,60,52.055,-0.6411111111111112,222.4309539794922,46404,6.986393625305502
139,fl1,61,52.053636363636365,-0.638888888888889,224.22341918945312,46435,6.986393625305502
140,fl1,62,52.05227272727273,-0.6366666666666667,220.96247100830078,46466,6.986393625305502
141,fl1,63,52.05090909090909,-0.6344444444444445,218.35865783691406,46497,6.986393625305502
142,fl1,64,52.05227272727273,-0.6322222222222222,219.68917083740234,46528,6.986393625305502
143,fl1,65,52.05090909090909,-0.63,214.34232330322266,46559,6.986393625305502
144,fl1,66,52.04954545454545,-0.6277777777777778,209.47084045410156,46590,6.986393625305502
145,fl1,67,52.04818181818182,-0.6255555555555556,209.0767822265625,46621,6.986393625305502
146,fl1,68,52.04681818181818,-0.6233333333333334,205.37600708007812,46652,6.986393625305502
147,fl1,69,52.04545454545455,-0.6233333333333334,207.45247650146484,46674,6.986393625305502
148,fl1,70,52.04545454545455,-0.6233333333333334,157.45247650146484,46681,6.986393625305502
149,fl1,71,52.04545454545455,-0.6233333333333334,107.45247650146484,46688,6.986393625305502
150,fl1,72,52.04545454545455,-0.6233333333333334,57.452476501464844,46695,6.986393625305502
151,fl1,73,52.04545454545455,-0.6233333333333334,7.452476501464844,46702,6.986393625305502
